-0.000178056	-7.69483e-05
0.0645317	-0.000118947
0.065022	-0.000118754
0.64019	-0.0098725
0.644505	-0.0102084
0.999079	0.144851
1.5673	0.392816
2.13609	0.636759
2.32771	0.718033
2.8041	0.804625
3.41356	0.91599
4.0221	1.02452
4.63158	1.12817
5.24201	1.23046
5.85125	1.3297
6.46172	1.42606
7.0696	1.51797
7.10146	1.51984
7.55131	1.41767
8.16029	1.28199
8.46604	1.21226
8.54821	1.14788
9.04382	0.769648
9.53943	0.393898
10.0358	0.0200264
10.5346	-0.353157
11.0338	-0.724156
11.147	-0.809084
11.2605	-0.823693
11.8774	-0.897665
12.4944	-0.968792
13.1126	-1.03761
13.7311	-1.10401
14.3488	-1.16787
14.9683	-1.22945
15.5855	-1.28835
16.2045	-1.34496
16.8241	-1.39916
17.4417	-1.45095
17.4874	-1.45781
17.7756	-1.35286
18.358	-1.14144
18.9408	-0.931303
19.5246	-0.72395
20.1086	-0.519071
20.6938	-0.3159
21.2795	-0.116522
21.371	-0.0879429
21.5154	0.0622656
21.5788	0.127703
21.5788	0.127689
21.5788	0.127676
21.5788	0.127663
21.5788	0.127649
21.5788	0.127636
